house_number,plant_name,planting_date,date,time,indoor_temperature,indoor_humidity,outdoor_temperature,outdoor_humidity,wind_direction,wind_direction,wind_speed,wind_speed,inner_left_window_top_opening,inner_left_window_bottom_opening,inner_right_window_top_opening,inner_right_window_bottom_opening,outer_left_window_top_opening,outer_left_window_bottom_opening,outer_right_window_top_opening,outer_right_window_bottom_opening,temperature,humidity,solar_irradiance,solar_time,rain_per_hour,snow_per_hour
,,,2025-07-01,14:10:06,39.7,50.8,,,,23,,3.93,,,,,,,,,31.54,67.6,2.46,0.5,0.0,0.0
,,,2025-07-01,14:15:04,38.8,54.0,,,,22,,3.84,,,,,,,,,31.51,67.96,2.44,0.5,0.0,0.0
,,,2025-07-01,14:20:02,39.0,53.6,,,,22,,3.74,,,,,,,,,31.48,68.33,2.43,0.5,0.0,0.0
,,,2025-07-01,14:25:01,40.0,51.9,,,,22,,3.61,,,,,,,,,31.45,68.7,2.41,0.5,0.0,0.0
,,,2025-07-01,14:30:09,40.5,51.0,,,,22,,3.48,,,,,,,,,31.43,69.06,2.38,0.5,0.0,0.0
,,,2025-07-01,14:35:08,40.7,52.0,,,,21,,3.36,,,,,,,,,31.41,69.38,2.36,0.49,0.0,0.0
,,,2025-07-01,14:40:06,40.3,50.5,,,,21,,3.25,,,,,,,,,31.39,69.66,2.34,0.49,0.0,0.0
,,,2025-07-01,14:45:04,40.9,51.1,,,,21,,3.16,,,,,,,,,31.38,69.88,2.33,0.49,0.0,0.0
,,,2025-07-01,14:50:03,40.3,50.9,,,,20,,3.1,,,,,,,,,31.38,70.02,2.31,0.49,0.0,0.0
,,,2025-07-01,14:55:01,39.7,54.5,,,,20,,3.08,,,,,,,,,31.38,70.06,2.3,0.49,0.0,0.0
,,,2025-07-01,15:00:10,41.1,51.8,,,,20,,3.1,,,,,,,,,31.4,70.0,2.3,0.5,0.0,0.0
,,,2025-07-01,15:05:08,39.6,50.6,,,,20,,3.16,,,,,,,,,31.43,69.82,2.31,0.51,0.0,0.0
,,,2025-07-01,15:10:07,40.1,51.5,,,,20,,3.23,,,,,,,,,31.46,69.53,2.35,0.54,0.0,0.0
,,,2025-07-01,15:15:05,41.1,48.9,,,,20,,3.31,,,,,,,,,31.51,69.15,2.4,0.57,0.0,0.0
,,,2025-07-01,15:20:03,41.1,48.4,,,,20,,3.39,,,,,,,,,31.56,68.69,2.46,0.61,0.0,0.0
,,,2025-07-01,15:25:02,41.8,48.4,,,,20,,3.49,,,,,,,,,31.61,68.16,2.52,0.65,0.0,0.0
,,,2025-07-01,15:30:00,41.4,48.2,,,,20,,3.58,,,,,,,,,31.68,67.59,2.59,0.7,0.0,0.0
,,,2025-07-01,15:35:09,40.7,49.8,,,,20,,3.68,,,,,,,,,31.74,66.99,2.66,0.75,0.0,0.0
,,,2025-07-01,15:40:07,40.9,50.2,,,,20,,3.77,,,,,,,,,31.81,66.36,2.71,0.79,0.0,0.0
,,,2025-07-01,15:45:05,40.4,49.7,,,,20,,3.86,,,,,,,,,31.89,65.74,2.75,0.83,0.0,0.0
,,,2025-07-01,15:50:04,40.3,50.4,,,,20,,3.95,,,,,,,,,31.96,65.13,2.78,0.86,0.0,0.0
,,,2025-07-01,15:55:02,38.5,55.3,,,,20,,4.03,,,,,,,,,32.03,64.54,2.77,0.89,0.0,0.0
,,,2025-07-01,16:00:00,39.5,52.5,,,,20,,4.1,,,,,,,,,32.1,64.0,2.74,0.9,0.0,0.0
,,,2025-07-01,16:05:09,40.0,52.3,,,,20,,4.17,,,,,,,,,32.17,63.51,2.69,0.91,0.0,0.0
,,,2025-07-01,16:10:07,40.6,51.4,,,,20,,4.24,,,,,,,,,32.23,63.08,2.64,0.91,0.0,0.0
,,,2025-07-01,16:15:06,40.0,51.9,,,,21,,4.31,,,,,,,,,32.29,62.7,2.59,0.91,0.0,0.0
,,,2025-07-01,16:20:04,39.9,51.4,,,,21,,4.38,,,,,,,,,32.35,62.37,2.53,0.91,0.0,0.0
,,,2025-07-01,16:25:13,38.2,54.6,,,,21,,4.44,,,,,,,,,32.4,62.08,2.48,0.9,0.0,0.0
,,,2025-07-01,16:30:01,37.8,57.5,,,,22,,4.51,,,,,,,,,32.45,61.83,2.43,0.9,0.0,0.0
,,,2025-07-01,16:35:09,38.4,55.2,,,,22,,4.56,,,,,,,,,32.49,61.62,2.37,0.9,0.0,0.0
,,,2025-07-01,16:40:08,38.5,53.4,,,,22,,4.61,,,,,,,,,32.53,61.44,2.32,0.89,0.0,0.0
,,,2025-07-01,16:45:06,39.1,53.2,,,,22,,4.65,,,,,,,,,32.56,61.29,2.27,0.89,0.0,0.0
,,,2025-07-01,16:50:04,39.7,51.9,,,,23,,4.68,,,,,,,,,32.58,61.17,2.21,0.89,0.0,0.0
,,,2025-07-01,16:55:03,40.0,49.4,,,,23,,4.7,,,,,,,,,32.59,61.08,2.16,0.89,0.0,0.0
,,,2025-07-01,17:00:01,40.3,50.5,,,,23,,4.7,,,,,,,,,32.6,61.0,2.11,0.9,0.0,0.0
,,,2025-07-01,17:05:10,40.3,50.3,,,,23,,4.68,,,,,,,,,32.6,60.94,2.06,0.91,0.0,0.0
,,,2025-07-01,17:10:08,40.7,49.6,,,,23,,4.62,,,,,,,,,32.59,60.9,2.01,0.91,0.0,0.0
,,,2025-07-01,17:15:07,40.8,49.3,,,,23,,4.53,,,,,,,,,32.57,60.88,1.96,0.92,0.0,0.0
,,,2025-07-01,17:20:05,40.3,49.1,,,,23,,4.42,,,,,,,,,32.54,60.88,1.91,0.93,0.0,0.0
,,,2025-07-01,17:25:14,39.9,50.5,,,,23,,4.3,,,,,,,,,32.51,60.91,1.86,0.94,0.0,0.0
,,,2025-07-01,17:30:01,40.0,50.5,,,,23,,4.16,,,,,,,,,32.47,60.97,1.81,0.95,0.0,0.0
,,,2025-07-01,17:35:00,39.7,49.9,,,,23,,4.03,,,,,,,,,32.42,61.05,1.76,0.96,0.0,0.0
,,,2025-07-01,17:40:09,39.8,50.7,,,,23,,3.89,,,,,,,,,32.37,61.17,1.71,0.97,0.0,0.0
,,,2025-07-01,17:45:07,40.3,48.9,,,,23,,3.77,,,,,,,,,32.31,61.32,1.66,0.98,0.0,0.0
,,,2025-07-01,17:50:05,40.3,48.2,,,,23,,3.65,,,,,,,,,32.25,61.51,1.6,0.98,0.0,0.0
,,,2025-07-01,17:55:03,40.0,48.6,,,,23,,3.56,,,,,,,,,32.18,61.73,1.55,0.99,0.0,0.0
,,,2025-07-01,18:00:02,40.0,48.8,,,,23,,3.5,,,,,,,,,32.1,62.0,1.5,1.0,0.0,0.0
,,,2025-07-01,18:05:00,39.8,47.3,,,,23,,3.45,,,,,,,,,32.02,62.31,1.45,1.01,0.0,0.0
,,,2025-07-01,18:10:09,39.6,48.9,,,,23,,3.4,,,,,,,,,31.93,62.66,1.39,1.01,0.0,0.0
,,,2025-07-01,18:15:07,40.2,48.2,,,,23,,3.36,,,,,,,,,31.84,63.03,1.33,1.02,0.0,0.0
,,,2025-07-01,18:20:05,40.2,47.6,,,,23,,3.31,,,,,,,,,31.75,63.44,1.26,1.02,0.0,0.0
,,,2025-07-01,18:25:04,39.6,48.7,,,,23,,3.26,,,,,,,,,31.65,63.87,1.2,1.02,0.0,0.0
,,,2025-07-01,18:30:02,39.4,49.5,,,,23,,3.22,,,,,,,,,31.55,64.31,1.13,1.02,0.0,0.0
,,,2025-07-01,18:35:00,39.3,50.1,,,,23,,3.18,,,,,,,,,31.45,64.76,1.07,1.02,0.0,0.0
,,,2025-07-01,18:40:09,39.0,50.9,,,,23,,3.14,,,,,,,,,31.34,65.22,1.0,1.02,0.0,0.0
,,,2025-07-01,18:45:08,38.8,52.4,,,,23,,3.1,,,,,,,,,31.23,65.68,0.93,1.02,0.0,0.0
,,,2025-07-01,18:50:06,38.4,53.2,,,,23,,3.06,,,,,,,,,31.12,66.13,0.87,1.01,0.0,0.0
,,,2025-07-01,18:55:04,37.1,56.0,,,,23,,3.03,,,,,,,,,31.01,66.57,0.8,1.01,0.0,0.0
,,,2025-07-01,19:00:02,35.2,61.2,,,,23,,3.0,,,,,,,,,30.9,67.0,0.74,1.0,0.0,0.0
,,,2025-07-01,19:05:01,34.0,64.5,,,,23,,2.97,,,,,,,,,30.79,67.41,0.68,0.98,0.0,0.0
,,,2025-07-01,19:10:10,33.2,66.9,,,,23,,2.95,,,,,,,,,30.67,67.79,0.62,0.94,0.0,0.0
,,,2025-07-01,19:15:08,33.0,68.2,,,,23,,2.92,,,,,,,,,30.56,68.16,0.56,0.88,0.0,0.0
,,,2025-07-01,19:20:06,32.7,69.7,,,,23,,2.9,,,,,,,,,30.44,68.51,0.5,0.81,0.0,0.0
,,,2025-07-01,19:25:04,32.4,70.7,,,,23,,2.88,,,,,,,,,30.32,68.85,0.44,0.73,0.0,0.0
,,,2025-07-01,19:30:03,32.3,71.5,,,,23,,2.85,,,,,,,,,30.21,69.17,0.39,0.65,0.0,0.0
,,,2025-07-01,19:35:01,32.0,71.5,,,,23,,2.83,,,,,,,,,30.09,69.49,0.34,0.56,0.0,0.0
,,,2025-07-01,19:40:10,31.7,72.9,,,,23,,2.8,,,,,,,,,29.97,69.8,0.29,0.48,0.0,0.0
,,,2025-07-01,19:45:08,31.5,73.1,,,,23,,2.78,,,,,,,,,29.86,70.1,0.24,0.41,0.0,0.0
,,,2025-07-01,19:50:07,31.3,73.5,,,,23,,2.75,,,,,,,,,29.74,70.4,0.2,0.36,0.0,0.0
,,,2025-07-01,19:55:05,31.0,74.3,,,,23,,2.73,,,,,,,,,29.62,70.7,0.16,0.32,0.0,0.0
,,,2025-07-01,20:00:03,30.9,74.0,,,,23,,2.7,,,,,,,,,29.5,71.0,0.12,0.3,0.0,0.0
,,,2025-07-01,20:05:01,30.8,74.1,,,,23,,2.67,,,,,,,,,29.38,71.3,0.09,0.3,0.0,0.0
,,,2025-07-01,20:10:00,30.7,75.1,,,,23,,2.64,,,,,,,,,29.26,71.6,0.05,0.29,0.0,0.0
,,,2025-07-01,20:15:09,30.5,75.2,,,,23,,2.6,,,,,,,,,29.15,71.9,0.02,0.29,0.0,0.0
,,,2025-07-01,20:20:07,30.3,76.3,,,,23,,2.56,,,,,,,,,29.03,72.19,-0.01,0.28,0.0,0.0
,,,2025-07-01,20:25:05,30.3,76.1,,,,23,,2.53,,,,,,,,,28.92,72.47,-0.04,0.28,0.0,0.0
,,,2025-07-01,20:30:04,30.0,76.6,,,,23,,2.49,,,,,,,,,28.82,72.74,-0.07,0.27,0.0,0.0
,,,2025-07-01,20:35:02,29.9,78.3,,,,23,,2.45,,,,,,,,,28.71,73.0,-0.1,0.27,0.0,0.0
,,,2025-07-01,20:40:00,29.8,78.4,,,,23,,2.42,,,,,,,,,28.62,73.24,-0.13,0.26,0.0,0.0
,,,2025-07-01,20:45:09,29.7,78.6,,,,23,,2.38,,,,,,,,,28.53,73.47,-0.15,0.26,0.0,0.0
,,,2025-07-01,20:50:08,29.6,78.5,,,,23,,2.35,,,,,,,,,28.44,73.67,-0.18,0.25,0.0,0.0
,,,2025-07-01,20:55:06,29.5,79.0,,,,23,,2.32,,,,,,,,,28.37,73.85,-0.21,0.25,0.0,0.0
,,,2025-07-01,21:00:04,29.4,79.6,,,,23,,2.3,,,,,,,,,28.3,74.0,-0.23,0.24,0.0,0.0
,,,2025-07-01,21:05:02,29.2,80.1,,,,23,,2.28,,,,,,,,,28.24,74.12,-0.26,0.24,0.0,0.0
,,,2025-07-01,21:10:01,29.2,80.3,,,,23,,2.27,,,,,,,,,28.19,74.23,-0.28,0.24,0.0,0.0
,,,2025-07-01,21:15:09,29.0,82.1,,,,23,,2.25,,,,,,,,,28.15,74.32,-0.3,0.23,0.0,0.0
,,,2025-07-01,21:20:08,28.8,81.8,,,,23,,2.25,,,,,,,,,28.1,74.41,-0.33,0.23,0.0,0.0
,,,2025-07-01,21:25:06,28.7,82.0,,,,23,,2.24,,,,,,,,,28.07,74.5,-0.35,0.22,0.0,0.0
,,,2025-07-01,21:30:05,28.8,81.3,,,,23,,2.23,,,,,,,,,28.03,74.61,-0.37,0.22,0.0,0.0
,,,2025-07-01,21:35:03,28.7,81.1,,,,23,,2.23,,,,,,,,,27.99,74.73,-0.39,0.22,0.0,0.0
,,,2025-07-01,21:40:01,28.8,81.7,,,,23,,2.22,,,,,,,,,27.94,74.89,-0.41,0.21,0.0,0.0
,,,2025-07-01,21:45:10,28.6,83.0,,,,23,,2.22,,,,,,,,,27.89,75.09,-0.43,0.21,0.0,0.0
,,,2025-07-01,21:50:08,28.5,83.4,,,,23,,2.21,,,,,,,,,27.84,75.33,-0.45,0.2,0.0,0.0
,,,2025-07-01,21:55:07,28.2,83.7,,,,23,,2.21,,,,,,,,,27.77,75.63,-0.46,0.2,0.0,0.0
,,,2025-07-01,22:00:05,28.1,83.7,,,,23,,2.2,,,,,,,,,27.7,76.0,-0.48,0.2,0.0,0.0
,,,2025-07-01,22:05:03,28.0,84.4,,,,23,,2.19,,,,,,,,,27.61,76.43,-0.5,0.19,0.0,0.0
,,,2025-07-01,22:10:02,27.9,84.6,,,,23,,2.18,,,,,,,,,27.52,76.93,-0.51,0.19,0.0,0.0
,,,2025-07-01,22:15:00,27.8,85.5,,,,22,,2.17,,,,,,,,,27.41,77.48,-0.53,0.18,0.0,0.0
,,,2025-07-01,22:20:09,27.8,85.3,,,,22,,2.15,,,,,,,,,27.3,78.07,-0.54,0.18,0.0,0.0
,,,2025-07-01,22:25:07,27.7,85.1,,,,22,,2.14,,,,,,,,,27.18,78.69,-0.56,0.18,0.0,0.0
,,,2025-07-01,22:30:05,27.7,85.3,,,,22,,2.12,,,,,,,,,27.06,79.33,-0.57,0.17,0.0,0.0
,,,2025-07-01,22:35:04,27.8,85.8,,,,21,,2.1,,,,,,,,,26.95,79.98,-0.58,0.17,0.0,0.0
,,,2025-07-01,22:40:02,27.7,86.1,,,,21,,2.09,,,,,,,,,26.83,80.63,-0.6,0.16,0.0,0.0
,,,2025-07-01,22:45:00,27.5,85.9,,,,21,,2.07,,,,,,,,,26.71,81.27,-0.61,0.16,0.0,0.0
,,,2025-07-01,22:50:09,27.3,86.7,,,,20,,2.05,,,,,,,,,26.6,81.88,-0.62,0.16,0.0,0.0
,,,2025-07-01,22:55:08,27.3,86.3,,,,20,,2.03,,,,,,,,,26.5,82.46,-0.63,0.15,0.0,0.0
,,,2025-07-01,23:00:06,27.3,86.1,,,,20,,2.0,,,,,,,,,26.4,83.0,-0.64,0.15,0.0,0.0
,,,2025-07-01,23:05:04,27.3,86.0,,,,20,,1.94,,,,,,,,,26.31,83.49,-0.65,0.15,0.0,0.0
,,,2025-07-01,23:10:02,27.3,86.1,,,,20,,1.83,,,,,,,,,26.24,83.92,-0.66,0.14,0.0,0.0
,,,2025-07-01,23:15:01,27.2,86.2,,,,21,,1.68,,,,,,,,,26.17,84.32,-0.66,0.14,0.0,0.0
,,,2025-07-01,23:20:10,27.2,87.3,,,,22,,1.49,,,,,,,,,26.11,84.68,-0.67,0.14,0.0,0.0
,,,2025-07-01,23:25:08,27.1,87.6,,,,24,,1.28,,,,,,,,,26.05,85.01,-0.68,0.13,0.0,0.0
,,,2025-07-01,23:30:06,27.0,87.3,,,,28,,1.06,,,,,,,,,26.0,85.31,-0.69,0.13,0.0,0.0
,,,2025-07-01,23:35:04,26.9,87.9,,,,32,,0.84,,,,,,,,,25.95,85.6,-0.69,0.13,0.0,0.0
,,,2025-07-01,23:40:02,26.9,88.2,,,,34,,0.63,,,,,,,,,25.9,85.88,-0.7,0.12,0.0,0.0
,,,2025-07-01,23:45:01,26.8,88.1,,,,35,,0.44,,,,,,,,,25.86,86.15,-0.7,0.12,0.0,0.0
,,,2025-07-01,23:50:10,27.0,88.5,,,,0,,0.28,,,,,,,,,25.81,86.42,-0.71,0.12,0.0,0.0
,,,2025-07-01,23:55:08,27.0,88.0,,,,0,,0.16,,,,,,,,,25.76,86.71,-0.71,0.11,0.0,0.0
,,,2025-07-02,00:00:06,27.0,87.6,,,,0,,0.1,,,,,,,,,25.7,87.0,-0.71,0.11,0.0,0.0
,,,2025-07-02,00:05:05,27.0,88.1,,,,0,,0.07,,,,,,,,,25.64,87.31,-0.72,0.11,0.0,0.0
,,,2025-07-02,00:10:03,26.9,88.2,,,,0,,0.05,,,,,,,,,25.57,87.64,-0.72,0.11,0.0,0.0
,,,2025-07-02,00:15:01,26.8,88.0,,,,0,,0.03,,,,,,,,,25.51,87.98,-0.72,0.1,0.0,0.0
,,,2025-07-02,00:20:10,26.7,88.3,,,,0,,0.01,,,,,,,,,25.44,88.33,-0.72,0.1,0.0,0.0
,,,2025-07-02,00:25:08,26.7,88.7,,,,0,,-0.0,,,,,,,,,25.36,88.69,-0.72,0.1,0.0,0.0
,,,2025-07-02,00:30:07,26.7,88.8,,,,0,,-0.01,,,,,,,,,25.29,89.04,-0.72,0.09,0.0,0.0
,,,2025-07-02,00:35:05,26.7,88.4,,,,0,,-0.02,,,,,,,,,25.22,89.4,-0.72,0.09,0.0,0.0
,,,2025-07-02,00:40:04,26.7,88.5,,,,0,,-0.02,,,,,,,,,25.15,89.74,-0.72,0.09,0.0,0.0
,,,2025-07-02,00:45:02,26.7,88.4,,,,0,,-0.02,,,,,,,,,25.08,90.08,-0.72,0.09,0.0,0.0
,,,2025-07-02,00:50:00,26.5,88.6,,,,0,,-0.02,,,,,,,,,25.02,90.41,-0.72,0.08,0.0,0.0
,,,2025-07-02,00:55:09,26.5,89.0,,,,0,,-0.01,,,,,,,,,24.96,90.71,-0.72,0.08,0.0,0.0
,,,2025-07-02,01:00:07,26.5,89.2,,,,0,,0.0,,,,,,,,,24.9,91.0,-0.72,0.08,0.0,0.0
,,,2025-07-02,01:05:06,26.4,89.3,,,,0,,0.01,,,,,,,,,24.85,91.26,-0.71,0.08,0.0,0.0
,,,2025-07-02,01:10:04,26.4,89.1,,,,0,,0.03,,,,,,,,,24.81,91.5,-0.71,0.07,0.0,0.0
,,,2025-07-02,01:15:02,26.3,89.1,,,,0,,0.05,,,,,,,,,24.77,91.72,-0.71,0.07,0.0,0.0
,,,2025-07-02,01:20:00,26.3,89.4,,,,0,,0.08,,,,,,,,,24.73,91.92,-0.7,0.07,0.0,0.0
,,,2025-07-02,01:25:09,26.3,89.2,,,,0,,0.1,,,,,,,,,24.7,92.11,-0.7,0.07,0.0,0.0
,,,2025-07-02,01:30:18,26.2,89.2,,,,0,,0.12,,,,,,,,,24.67,92.27,-0.69,0.06,0.0,0.0
,,,2025-07-02,01:35:06,26.2,89.3,,,,0,,0.15,,,,,,,,,24.64,92.42,-0.69,0.06,0.0,0.0
,,,2025-07-02,01:40:04,26.2,89.3,,,,0,,0.16,,,,,,,,,24.61,92.56,-0.68,0.06,0.0,0.0
,,,2025-07-02,01:45:02,26.2,89.5,,,,0,,0.18,,,,,,,,,24.59,92.68,-0.68,0.06,0.0,0.0
,,,2025-07-02,01:50:01,26.2,89.3,,,,0,,0.19,,,,,,,,,24.56,92.8,-0.67,0.05,0.0,0.0
,,,2025-07-02,01:55:10,26.3,89.4,,,,0,,0.2,,,,,,,,,24.53,92.9,-0.66,0.05,0.0,0.0
,,,2025-07-02,02:00:08,26.2,89.4,,,,0,,0.2,,,,,,,,,24.5,93.0,-0.65,0.05,0.0,0.0
,,,2025-07-02,02:05:06,26.2,89.3,,,,0,,0.19,,,,,,,,,24.47,93.09,-0.65,0.05,0.0,0.0
,,,2025-07-02,02:10:05,26.1,89.3,,,,0,,0.18,,,,,,,,,24.43,93.18,-0.64,0.05,0.0,0.0
,,,2025-07-02,02:15:03,26.1,89.1,,,,0,,0.16,,,,,,,,,24.4,93.26,-0.63,0.04,0.0,0.0
,,,2025-07-02,02:20:01,26.1,89.2,,,,0,,0.14,,,,,,,,,24.36,93.34,-0.62,0.04,0.0,0.0
,,,2025-07-02,02:25:10,26.1,89.1,,,,0,,0.12,,,,,,,,,24.33,93.42,-0.61,0.04,0.0,0.0
,,,2025-07-02,02:30:08,26.1,89.0,,,,0,,0.09,,,,,,,,,24.29,93.5,-0.6,0.04,0.0,0.0
,,,2025-07-02,02:35:07,26.1,89.3,,,,0,,0.07,,,,,,,,,24.25,93.58,-0.59,0.04,0.0,0.0
,,,2025-07-02,02:40:05,26.2,89.5,,,,0,,0.05,,,,,,,,,24.22,93.65,-0.58,0.04,0.0,0.0
,,,2025-07-02,02:45:03,26.2,89.2,,,,0,,0.03,,,,,,,,,24.18,93.74,-0.57,0.03,0.0,0.0
,,,2025-07-02,02:50:01,26.1,89.3,,,,0,,0.01,,,,,,,,,24.15,93.82,-0.56,0.03,0.0,0.0
,,,2025-07-02,02:55:00,26.1,89.2,,,,0,,0.0,,,,,,,,,24.13,93.91,-0.55,0.03,0.0,0.0
,,,2025-07-02,03:00:09,25.9,89.1,,,,0,,0.0,,,,,,,,,24.1,94.0,-0.54,0.03,0.0,0.0
,,,2025-07-02,03:05:07,25.8,89.5,,,,0,,-0.0,,,,,,,,,24.08,94.1,-0.53,0.03,0.0,0.0
,,,2025-07-02,03:10:05,25.8,89.8,,,,0,,0.0,,,,,,,,,24.06,94.2,-0.52,0.03,0.0,0.0
,,,2025-07-02,03:15:04,25.8,89.5,,,,0,,0.0,,,,,,,,,24.04,94.31,-0.5,0.02,0.0,0.0
,,,2025-07-02,03:20:02,25.7,89.6,,,,0,,0.0,,,,,,,,,24.03,94.41,-0.49,0.02,0.0,0.0
,,,2025-07-02,03:25:00,25.8,89.8,,,,0,,0.0,,,,,,,,,24.02,94.51,-0.48,0.02,0.0,0.0
,,,2025-07-02,03:30:09,25.7,89.7,,,,0,,0.0,,,,,,,,,24.0,94.61,-0.47,0.02,0.0,0.0
,,,2025-07-02,03:35:07,25.7,89.7,,,,0,,0.0,,,,,,,,,23.99,94.7,-0.45,0.02,0.0,0.0
,,,2025-07-02,03:40:06,25.7,89.7,,,,0,,0.0,,,,,,,,,23.98,94.79,-0.44,0.02,0.0,0.0
,,,2025-07-02,03:45:04,25.6,89.8,,,,0,,0.0,,,,,,,,,23.96,94.86,-0.42,0.02,0.0,0.0
,,,2025-07-02,03:50:02,25.6,90.0,,,,0,,0.0,,,,,,,,,23.94,94.92,-0.41,0.01,0.0,0.0
,,,2025-07-02,03:55:01,25.6,89.8,,,,0,,0.0,,,,,,,,,23.92,94.97,-0.4,0.01,0.0,0.0
,,,2025-07-02,04:00:10,25.6,89.5,,,,0,,0.0,,,,,,,,,23.9,95.0,-0.38,0.01,0.0,0.0
,,,2025-07-02,04:05:08,25.5,89.7,,,,0,,0.0,,,,,,,,,23.87,95.01,-0.37,0.01,0.0,0.0
,,,2025-07-02,04:10:06,25.5,89.9,,,,0,,0.0,,,,,,,,,23.84,95.01,-0.35,0.01,0.0,0.0
,,,2025-07-02,04:15:05,25.4,89.9,,,,0,,0.0,,,,,,,,,23.81,95.0,-0.34,0.01,0.0,0.0
,,,2025-07-02,04:20:03,25.4,90.2,,,,0,,0.0,,,,,,,,,23.78,94.98,-0.32,0.01,0.0,0.0
,,,2025-07-02,04:25:01,25.5,89.8,,,,0,,0.0,,,,,,,,,23.75,94.96,-0.3,0.01,0.0,0.0
,,,2025-07-02,04:30:00,25.4,89.9,,,,0,,0.0,,,,,,,,,23.73,94.94,-0.29,0.01,0.0,0.0
,,,2025-07-02,04:35:09,25.4,90.1,,,,0,,0.0,,,,,,,,,23.7,94.92,-0.27,0.01,0.0,0.0
,,,2025-07-02,04:40:07,25.5,90.4,,,,0,,0.0,,,,,,,,,23.69,94.91,-0.26,0.01,0.0,0.0
,,,2025-07-02,04:45:05,25.6,90.3,,,,0,,0.0,,,,,,,,,23.68,94.9,-0.24,0.01,0.0,0.0
,,,2025-07-02,04:50:03,25.6,90.5,,,,0,,0.0,,,,,,,,,23.67,94.92,-0.22,0.0,0.0,0.0
,,,2025-07-02,04:55:02,25.6,90.2,,,,0,,0.0,,,,,,,,,23.68,94.95,-0.2,0.0,0.0,0.0
,,,2025-07-02,05:00:00,25.7,89.9,,,,0,,0.0,,,,,,,,,23.7,95.0,-0.19,0.0,0.0,0.0
,,,2025-07-02,05:05:09,25.6,89.8,,,,0,,0.0,,,,,,,,,23.73,95.08,-0.17,0.0,0.0,0.0
,,,2025-07-02,05:10:07,25.7,89.9,,,,0,,0.0,,,,,,,,,23.77,95.17,-0.15,0.0,0.0,0.0
,,,2025-07-02,05:15:06,25.8,89.8,,,,0,,0.0,,,,,,,,,23.82,95.27,-0.14,0.0,0.0,0.0
,,,2025-07-02,05:20:04,25.8,89.7,,,,0,,0.0,,,,,,,,,23.88,95.36,-0.12,0.0,0.0,0.0
,,,2025-07-02,05:25:02,25.8,89.9,,,,0,,0.0,,,,,,,,,23.95,95.45,-0.1,0.0,0.0,0.0
,,,2025-07-02,05:30:01,26.0,89.9,,,,0,,0.0,,,,,,,,,24.03,95.52,-0.08,0.0,0.0,0.0
,,,2025-07-02,05:35:10,26.1,89.5,,,,0,,0.0,,,,,,,,,24.11,95.56,-0.06,0.0,0.0,0.0
,,,2025-07-02,05:40:08,26.1,89.3,,,,0,,0.0,,,,,,,,,24.2,95.56,-0.04,0.0,0.0,0.0
,,,2025-07-02,05:45:06,26.3,89.2,,,,0,,0.0,,,,,,,,,24.3,95.51,-0.03,0.0,0.0,0.0
,,,2025-07-02,05:50:04,26.4,89.2,,,,0,,0.0,,,,,,,,,24.39,95.41,-0.01,0.0,0.0,0.0
,,,2025-07-02,05:55:03,26.5,89.1,,,,0,,-0.0,,,,,,,,,24.5,95.24,0.01,0.0,0.0,0.0
,,,2025-07-02,06:00:01,26.7,89.1,,,,0,,0.0,,,,,,,,,24.6,95.0,0.03,0.0,0.0,0.0
,,,2025-07-02,06:05:10,26.9,88.8,,,,0,,0.02,,,,,,,,,24.71,94.68,0.05,0.0,0.0,0.0
,,,2025-07-02,06:10:08,27.1,88.6,,,,0,,0.06,,,,,,,,,24.81,94.29,0.07,0.0,0.0,0.0
,,,2025-07-02,06:15:06,27.3,88.2,,,,0,,0.12,,,,,,,,,24.92,93.84,0.09,0.0,0.0,0.0
,,,2025-07-02,06:20:05,27.5,87.7,,,,1,,0.21,,,,,,,,,25.03,93.34,0.11,0.0,0.0,0.0
,,,2025-07-02,06:25:03,27.8,87.1,,,,1,,0.3,,,,,,,,,25.14,92.8,0.13,0.0,0.0,0.0
,,,2025-07-02,06:30:01,28.1,86.1,,,,1,,0.4,,,,,,,,,25.25,92.24,0.15,0.0,0.0,0.0
,,,2025-07-02,06:35:10,28.3,85.4,,,,1,,0.51,,,,,,,,,25.36,91.67,0.17,0.0,0.0,0.0
,,,2025-07-02,06:40:08,28.4,84.8,,,,1,,0.61,,,,,,,,,25.47,91.09,0.19,0.0,0.0,0.0
,,,2025-07-02,06:45:07,28.7,84.8,,,,2,,0.71,,,,,,,,,25.58,90.53,0.21,0.0,0.0,0.0
,,,2025-07-02,06:50:05,28.8,84.5,,,,2,,0.79,,,,,,,,,25.69,89.98,0.23,0.0,0.0,0.0
,,,2025-07-02,06:55:03,29.1,84.4,,,,2,,0.86,,,,,,,,,25.79,89.47,0.26,0.0,0.0,0.0
,,,2025-07-02,07:00:02,29.1,83.2,,,,2,,0.9,,,,,,,,,25.9,89.0,0.28,0.0,0.0,0.0
,,,2025-07-02,07:05:00,29.0,83.6,,,,2,,0.91,,,,,,,,,26.0,88.58,0.3,0.0,0.0,0.0
,,,2025-07-02,07:10:09,29.1,84.2,,,,2,,0.9,,,,,,,,,26.11,88.21,0.33,0.0,0.0,0.0
,,,2025-07-02,07:15:07,29.2,83.3,,,,2,,0.86,,,,,,,,,26.21,87.88,0.35,0.0,0.0,0.0
