# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202507171300 181   9  2.0  -9 -9.0   -9 1000.9 1004.8 -9  -9.0  22.0  21.3  96.0  25.3   14.0  229.8  229.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1   13 -         -9  -9  -9  5000  0.0  0.11 -9  22.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507171400 181   0  0.3  -9 -9.0   -9 1000.9 1004.8 -9  -9.0  22.6  21.5  94.0  25.6   -9.0  229.8  229.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2   10 -         -9  -9  -9  5000  0.0  0.33 -9  22.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507171500 181  20  0.7  -9 -9.0   -9 1000.8 1004.7  7  -1.5  22.4  21.7  96.0  26.0    0.0  229.8  229.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   10 -         -9  -9  -9  3531  0.0  0.07 -9  22.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507171600 181  20  2.6  -9 -9.0   -9 1000.8 1004.7 -9  -9.0  22.5  20.9  91.0  24.7    0.8  230.6  230.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   10 -         -9  -9  -9  1947  0.0  0.07 -9  22.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507171700 181  18  1.9  -9 -9.0   -9 1001.1 1005.0 -9  -9.0  22.3  20.9  92.0  24.7    2.0  232.6  232.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   10 -         -9  -9  -9  4853  0.0  0.06 -9  22.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507171800 181  18  1.5  -9 -9.0   -9 1000.9 1004.8  0   0.1  22.3  20.7  91.0  24.4    0.2  232.8  232.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7   10 -         -9  -9  -9  3348  0.0  0.05 -9  22.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507171900 181  18  1.9  -9 -9.0   -9 1001.1 1005.0 -9  -9.0  22.4  21.0  92.0  24.9    0.4  233.2  233.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    8 -         -9  -9  -9  1487  0.0  0.01 -9  22.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507172000 181  18  2.4  -9 -9.0   -9 1001.8 1005.7 -9  -9.0  22.6  21.4  93.0  25.5    1.0  234.2  234.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   6   10 -         -9  -9  -9  4840  0.0  0.00 -9  22.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507172100 181  20  3.1  -9 -9.0   -9 1002.7 1006.5  2   1.7  23.1  21.5  91.0  25.6    0.4  234.6  234.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2    7 -         -9  -9  -9  2143 -9.0 -9.00 -9  22.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507172200 181  20  6.1  20 10.0 2152 1002.0 1005.9 -9  -9.0  22.8  21.6  93.0  25.8    5.3  239.9  239.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  1076 -9.0 -9.00 -9  22.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507172300 181  27  2.2  -9 -9.0   -9 1002.4 1006.3 -9  -9.0  22.7  20.7  89.0  24.4    0.1  240.0  240.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1   13 -         -9  -9  -9  4710 -9.0 -9.00 -9  22.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507180000 181  18  3.3  20 10.0 2152 1001.7 1005.5  7  -1.0  22.0  20.8  93.0  24.6    0.3  240.3  240.3   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2    5 -         -9  -9  -9  1450 -9.0 -9.00 -9  22.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507180100 181  18  0.6  -9 -9.0   -9 1001.9 1005.8 -9  -9.0  21.5  20.4  94.0  24.0    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   30 -         -9  -9  -9  4960 -9.0 -9.00 -9  21.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507180200 181  32  1.6  -9 -9.0   -9 1001.6 1005.5 -9  -9.0  21.2  20.5  96.0  24.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   44 -         -9  -9  -9  1376 -9.0 -9.00 -9  21.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180300 181   9  0.6  20 10.0 2152 1001.6 1005.5  4   0.0  21.1  20.5  97.0  24.1    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3   57 -         -9  -9  -9   564 -9.0 -9.00 -9  21.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507180400 181   5  1.3  -9 -9.0   -9 1002.1 1006.0 -9  -9.0  21.1  20.5  97.0  24.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   3   61 -         -9  -9  -9   559 -9.0 -9.00 -9  21.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180500 181   0  0.0  -9 -9.0   -9 1002.5 1006.4 -9  -9.0  20.8  20.3  97.0  23.8   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   73 -         -9  -9  -9   412 -9.0 -9.00 -9  21.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180600 181   9  1.6  -9 -9.0   -9 1003.0 1006.9  2   1.4  21.1  20.5  97.0  24.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7   16 -         -9  -9  -9   490  0.0  0.01 -9  21.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180700 181  11  1.2  -9 -9.0   -9 1003.2 1007.1 -9  -9.0  22.1  21.4  96.0  25.5   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   4   38 -         -9  -9  -9  1014  0.1  0.31 -9  22.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180800 181   0  0.1  -9 -9.0   -9 1003.8 1007.7 -9  -9.0  23.0  21.4  91.0  25.5   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    2 -         -9  -9  -9  1750  0.1  0.61 -9  23.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507180900 181   0  0.0  -9 -9.0   -9 1004.2 1008.0  2   1.1  24.1  21.7  87.0  26.0   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1    2 -         -9  -9  -9  1705  0.0  0.71 -9  25.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181000 181  29  1.1  -9 -9.0   -9 1004.0 1007.8 -9  -9.0  24.6  22.2  87.0  26.8   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   1   34 -         -9  -9  -9  2169  0.0  0.95 -9  26.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181100 181   5  2.0  -9 -9.0   -9 1003.8 1007.6 -9  -9.0  26.5  23.1  82.0  28.3   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  3774  0.1  1.79 -9  29.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181200 181   7  0.7  -9 -9.0   -9 1003.6 1007.4  7  -0.6  25.7  22.5  83.0  27.2    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7   15 -         -9  -9  -9  3103  0.0  0.86 -9  27.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507181300 181   2  1.6  -9 -9.0   -9 1003.4 1007.2 -9  -9.0  26.6  22.8  80.0  27.7   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3   23 -         -9  -9  -9  4009  0.0  0.81 -9  28.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181400 181   2  1.3  -9 -9.0   -9 1002.8 1006.6 -9  -9.0  27.0  23.8  83.0  29.5   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3   45 -         -9  -9  -9  3372  0.0  1.10 -9  28.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181500 181   5  2.6  -9 -9.0   -9 1002.6 1006.4  7  -1.0  27.2  23.0  78.0  28.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2   45 -         -9  -9  -9  5000  0.0  0.82 -9  28.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181600 181  16  0.6  -9 -9.0   -9 1002.2 1006.0 -9  -9.0  28.7  23.5  74.0  28.9   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  5000  0.2  1.71 -9  30.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181700 181  14  1.6  -9 -9.0   -9 1001.3 1005.1 -9  -9.0  27.5  23.7  80.0  29.3   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1   -9 -         -9  -9  -9  5000  0.0  0.65 -9  28.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507181800 181   0  0.4  -9 -9.0   -9 1002.1 1005.9  5  -0.5  27.1  23.5  81.0  28.9    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   12 -         -9  -9  -9  4051  0.0  0.29 -9  27.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507181900 181  18  2.4  -9 -9.0   -9 1002.9 1006.7 -9  -9.0  26.1  23.9  88.0  29.7   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3   11 -         -9  -9  -9  4767  0.0  0.08 -9  26.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507182000 181  18  1.9  -9 -9.0   -9 1003.2 1007.0 -9  -9.0  25.6  22.6  84.0  27.4   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3   24 -         -9  -9  -9  5000  0.0  0.01 -9  25.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507182100 181  20  0.7  -9 -9.0   -9 1003.3 1007.1  2   1.2  24.7  22.9  90.0  27.9   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   2   45 -         -9  -9  -9  5000 -9.0 -9.00 -9  25.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507182200 181  18  0.5  -9 -9.0   -9 1004.1 1007.9 -9  -9.0  23.9  22.8  94.0  27.7   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   3   32 -         -9  -9  -9  3835 -9.0 -9.00 -9  24.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507182300 181   0  0.0  -9 -9.0   -9 1004.1 1007.9 -9  -9.0  23.7  23.0  96.0  28.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4   27 -         -9  -9  -9  2873 -9.0 -9.00 -9  24.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507190000 181  32  0.7  -9 -9.0   -9 1003.7 1007.5  0   0.4  23.4  22.3  94.0  26.9   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   4   31 -         -9  -9  -9  3666 -9.0 -9.00 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507190100 181  18  0.7  -9 -9.0   -9 1004.0 1007.8 -9  -9.0  23.6  22.7  95.0  27.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   7   13 -         -9  -9  -9  4258 -9.0 -9.00 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507190200 181   0  0.3  -9 -9.0   -9 1003.4 1007.2 -9  -9.0  23.6  22.9  96.0  27.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   7   10 -         -9  -9  -9  2790 -9.0 -9.00 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507190300 181  16  1.1  -9 -9.0   -9 1003.7 1007.5  4   0.0  23.7  22.6  94.0  27.4    0.5    0.5    0.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    8 -         -9  -9  -9  3109 -9.0 -9.00 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190400 181  16  2.6  -9 -9.0   -9 1003.9 1007.8 -9  -9.0  23.2  22.1  94.0  26.6    1.2    1.7    1.7   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   6    4 -         -9  -9  -9  2274 -9.0 -9.00 -9  23.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190500 181  16  2.1  -9 -9.0   -9 1004.0 1007.9 -9  -9.0  23.2  22.1  94.0  26.6    0.5    2.2    2.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   6    6 -         -9  -9  -9   659 -9.0 -9.00 -9  23.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190600 181  16  2.8  -9 -9.0   -9 1004.3 1008.1  2   0.6  23.5  22.4  94.0  27.1    1.3    3.5    3.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    6 -         -9  -9  -9  4896  0.0  0.00 -9  23.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190700 181  32  1.1  -9 -9.0   -9 1004.7 1008.6 -9  -9.0  23.2  22.1  94.0  26.6    0.6    4.1    4.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1   13 -         -9  -9  -9  2254  0.0  0.04 -9  23.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190800 181  25  0.8  -9 -9.0   -9 1005.2 1009.1 -9  -9.0  23.0  22.3  96.0  26.9    2.8    6.9    6.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2    7 -         -9  -9  -9   275  0.0  0.09 -9  23.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507190900 181  11  1.7  -9 -9.0   -9 1004.8 1008.7  0   0.6  23.1  22.5  97.0  27.2    2.4    9.3    9.3   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   5    3 -         -9  -9  -9  4463  0.0  0.08 -9  23.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191000 181  11  1.0  -9 -9.0   -9 1005.2 1009.1 -9  -9.0  23.6  23.0  97.0  28.1    0.7   10.0   10.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4    2 -         -9  -9  -9  2867  0.0  0.15 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191100 181  18  0.8  -9 -9.0   -9 1005.9 1009.8 -9  -9.0  23.9  23.0  95.0  28.1    0.4   10.4   10.4   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2   12 -         -9  -9  -9  1385  0.0  0.19 -9  24.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191200 181  18  2.5  -9 -9.0   -9 1005.3 1009.1  0   0.4  25.0  23.6  92.0  29.1    0.6   11.0   11.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1    8 -         -9  -9  -9  5000  0.0  0.50 -9  25.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191300 181  20  2.2  -9 -9.0   -9 1005.5 1009.3 -9  -9.0  25.5  23.3  88.0  28.6   -9.0   11.0   11.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    9 -         -9  -9  -9  5000  0.0  0.89 -9  26.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507191400 181  18  3.2  -9 -9.0   -9 1005.6 1009.4 -9  -9.0  25.9  23.5  87.0  28.9    0.0   11.0   11.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7   10 -         -9  -9  -9  1946  0.0  0.88 -9  27.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191500 181  18  3.3  -9 -9.0   -9 1005.5 1009.3  0   0.2  27.5  23.5  79.0  28.9   -9.0   11.0   11.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   5    9 -         -9  -9  -9  5000  0.2  1.92 -9  29.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507191600 181  18  3.5  -9 -9.0   -9 1005.5 1009.3 -9  -9.0  27.3  23.7  81.0  29.3   -9.0   11.0   11.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   6    8 -         -9  -9  -9  4910  0.1  1.38 -9  28.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507191700 181  18  3.0  -9 -9.0   -9 1005.9 1009.7 -9  -9.0  26.0  24.0  89.0  29.8    0.3   11.3   11.3   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8    6 -         -9  -9  -9  1135  0.0  0.44 -9  27.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191800 181  16  2.9  -9 -9.0   -9 1005.8 1009.6  0   0.3  25.5  23.7  90.0  29.3    0.6   11.9   11.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   3    8 -         -9  -9  -9  5000  0.0  0.38 -9  26.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507191900 181   7  0.7  -9 -9.0   -9 1006.1 1009.9 -9  -9.0  25.0  23.7  93.0  29.3    2.0   13.9   13.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   5    7 -         -9  -9  -9   661  0.0  0.15 -9  26.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507192000 181  16  3.0  -9 -9.0   -9 1006.8 1010.6 -9  -9.0  24.9  23.8  94.0  29.5    1.1   15.0   15.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    3 -         -9  -9  -9  4768  0.0  0.02 -9  25.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507192100 181  16  1.4  -9 -9.0   -9 1007.5 1011.3  2   1.7  24.4  22.8  91.0  27.7    2.5   17.5   17.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   4    7 -         -9  -9  -9  4840 -9.0 -9.00 -9  24.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202507192200 181  20  2.7  -9 -9.0   -9 1007.7 1011.5 -9  -9.0  24.5  22.5  89.0  27.2   -9.0   17.5   17.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   6    8 -         -9  -9  -9  5000 -9.0 -9.00 -9  24.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507192300 181  18  1.8  -9 -9.0   -9 1008.1 1012.0 -9  -9.0  24.4  22.4  89.0  27.1   -9.0   17.5   17.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   6    8 -         -9  -9  -9  4829 -9.0 -9.00 -9  24.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200000 181  20  2.3  -9 -9.0   -9 1008.0 1011.8  0   0.5  24.4  22.2  88.0  26.8   -9.0   17.5   17.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   1   12 -         -9  -9  -9  5000 -9.0 -9.00 -9  24.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200100 181   0  0.0  -9 -9.0   -9 1007.5 1011.4 -9  -9.0  23.0  22.1  95.0  26.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   2   38 -         -9  -9  -9  5000 -9.0 -9.00 -9  23.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200200 181   0  0.0  -9 -9.0   -9 1007.2 1011.1 -9  -9.0  22.3  21.7  97.0  26.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   0   -9 -         -9  -9  -9  3384 -9.0 -9.00 -9  23.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200300 181   0  0.0  -9 -9.0   -9 1007.6 1011.5  5  -0.3  22.2  21.6  97.0  25.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 -         -9  -9  -9  3024 -9.0 -9.00 -9  23.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200400 181   0  0.3  -9 -9.0   -9 1008.3 1012.2 -9  -9.0  22.6  22.0  97.0  26.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   7    9 -         -9  -9  -9  4378 -9.0 -9.00 -9  23.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200500 181  20  0.7  -9 -9.0   -9 1008.5 1012.4 -9  -9.0  22.6  22.0  97.0  26.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   34 -         -9  -9  -9  4516 -9.0 -9.00 -9  23.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200600 181  18  1.3  -9 -9.0   -9 1008.9 1012.8  2   1.3  22.3  21.7  97.0  26.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   3   -9 -         -9  -9  -9  3106  0.0  0.00 -9  23.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200700 181  34  0.6  -9 -9.0   -9 1009.0 1012.9 -9  -9.0  22.9  22.3  97.0  26.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   34 -         -9  -9  -9  2428  0.0  0.14 -9  23.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200800 181   0  0.1  -9 -9.0   -9 1009.7 1013.6 -9  -9.0  24.0  23.1  95.0  28.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   6   36 -         -9  -9  -9   434  0.0  0.34 -9  24.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507200900 181  34  0.7  -9 -9.0   -9 1009.9 1013.7  2   0.9  25.0  22.8  88.0  27.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   1   11 -         -9  -9  -9  2189  0.0  0.71 -9  26.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201000 181  20  1.3  -9 -9.0   -9 1009.7 1013.5 -9  -9.0  28.0  23.1  75.0  28.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 -         -9  -9  -9  4935  0.8  2.21 -9  31.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201100 181  20  2.3  -9 -9.0   -9 1009.7 1013.5 -9  -9.0  28.8  23.4  73.0  28.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   1    7 -         -9  -9  -9  3562  0.9  2.91 -9  33.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201200 181  18  2.2  -9 -9.0   -9 1009.4 1013.2  7  -0.5  29.0  24.1  75.0  30.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   2    8 -         -9  -9  -9  4996  0.4  2.16 -9  32.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201300 181  25  1.5  -9 -9.0   -9 1008.8 1012.6 -9  -9.0  30.2  23.8  69.0  29.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   3    9 -         -9  -9  -9  5000  0.4  2.22 -9  34.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201400 181  16  1.4  -9 -9.0   -9 1008.3 1012.1 -9  -9.0  30.7  23.6  66.0  29.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   4    9 -         -9  -9  -9  5000  0.4  2.08 -9  34.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201500 181  16  1.9  -9 -9.0   -9 1007.8 1011.6  7  -1.6  31.3  24.6  68.0  30.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   2   12 -         -9  -9  -9  5000  0.6  2.27 -9  33.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201600 181  16  0.6  -9 -9.0   -9 1007.6 1011.3 -9  -9.0  32.1  24.1  63.0  30.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   1   -9 -         -9  -9  -9  4922  0.7  1.63 -9  33.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201700 181  16  1.9  -9 -9.0   -9 1007.7 1011.4 -9  -9.0  32.2  24.5  64.0  30.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   2   12 -         -9  -9  -9  4782  0.7  1.53 -9  32.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201800 181  16  1.4  -9 -9.0   -9 1007.8 1011.6  4   0.0  29.6  25.1  77.0  31.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   4   11 -         -9  -9  -9  3965  0.2  0.66 -9  30.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507201900 181  16  0.6  -9 -9.0   -9 1008.1 1011.9 -9  -9.0  29.9  25.8  79.0  33.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   0   -9 -         -9  -9  -9  3668  0.3  0.25 -9  29.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202507202000 181  16  1.3  -9 -9.0   -9 1008.5 1012.3 -9  -9.0  27.6  24.8  85.0  31.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   0   -9 -         -9  -9  -9  2909  0.2  0.08 -9  28.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
