# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202504081600 131  29  3.6  -9 -9.0   -9 1006.0 1012.9 -9  -9.0  18.6  -4.8  20.0   4.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  2.39 -9  29.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504081700 131  29  2.8  -9 -9.0   -9 1005.9 1012.8 -9  -9.0  18.5  -3.6  22.0   4.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  1.69 -9  24.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504081800 131  27  2.4  -9 -9.0   -9 1006.0 1012.9  5  -0.3  17.0  -3.2  25.0   4.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4849  1.0  0.81 -9  17.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504081900 131  27  2.2  -9 -9.0   -9 1006.3 1013.3 -9  -9.0  15.6  -2.4  29.0   5.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4343  0.2  0.11 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504082000 131  27  1.6  -9 -9.0   -9 1007.1 1014.1 -9  -9.0  14.7  -2.2  31.0   5.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4371 -9.0 -9.00 -9  12.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504082100 131  27  0.6  -9 -9.0   -9 1007.7 1014.7  2   1.8  14.0  -2.8  31.0   5.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4482 -9.0 -9.00 -9  11.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504082200 131  27  1.5  -9 -9.0   -9 1008.3 1015.3 -9  -9.0  13.5  -2.0  34.0   5.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4315 -9.0 -9.00 -9  10.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504082300 131   0  0.4  -9 -9.0   -9 1008.2 1015.3 -9  -9.0  12.5  -1.8  37.0   5.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4040 -9.0 -9.00 -9   9.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504090000 131  25  0.5  -9 -9.0   -9 1008.6 1015.7  2   1.0  11.5  -1.3  41.0   5.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3678 -9.0 -9.00 -9   8.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090100 131   0  0.3  -9 -9.0   -9 1008.0 1015.1 -9  -9.0  10.8  -1.3  43.0   5.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3796 -9.0 -9.00 -9   8.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504090200 131  27  0.5  -9 -9.0   -9 1007.3 1014.4 -9  -9.0  10.0  -1.1  46.0   5.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   0   -9 -         -9  -9  -9  3736 -9.0 -9.00 -9   7.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504090300 131   0  0.4  -9 -9.0   -9 1007.5 1014.7  5  -1.0   8.4  -0.1  55.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   0   -9 Ci         1   0   0  2793 -9.0 -9.00 -9   7.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090400 131  16  0.8  -9 -9.0   -9 1007.1 1014.3 -9  -9.0   8.8  -0.8  51.0   5.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   0   -9 Ci         1   0   0  3546 -9.0 -9.00 -9   7.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090500 131   0  0.1  -9 -9.0   -9 1006.8 1014.0 -9  -9.0   8.5  -0.8  52.0   5.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 Ci         1   0   0  3532 -9.0 -9.00 -9   7.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090600 131  27  0.6  -9 -9.0   -9 1007.0 1014.2  5  -0.5   7.1  -0.1  60.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   0   -9 Ci         1   0   0  2701 -9.0 -9.00 -9   6.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090700 131   0  0.1  -9 -9.0   -9 1007.2 1014.4 -9  -9.0   7.6  -0.3  57.0   6.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        4   0   -9 Ci         1   0   0  2870  0.2  0.07 -9   7.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090800 131   0  0.4  -9 -9.0   -9 1007.1 1014.2 -9  -9.0  10.1   0.4  51.0   6.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   0   -9 Ci         1   0   0  2732  1.0  0.72 -9  12.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504090900 131  34  0.7  -9 -9.0   -9 1007.1 1014.2  4   0.0  11.6   1.7  51.0   6.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 Ci         1   0   0  2127  1.0  1.47 -9  18.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091000 131  18  0.5  -9 -9.0   -9 1006.8 1013.8 -9  -9.0  14.6   0.0  37.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 Ci         1   0   0  2700  0.6  1.77 -9  20.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091100 131  25  0.9  -9 -9.0   -9 1005.6 1012.5 -9  -9.0  16.2   0.2  34.0   6.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   3   33 AcCi       2   3   0  3417  0.0  1.41 -9  21.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091200 131  25  1.4  -9 -9.0   -9 1004.4 1011.3  7  -2.9  18.3  -1.5  26.0   5.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 Ci         2   0   0  4650  0.0  1.59 -9  24.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091300 131  27  2.8  -9 -9.0   -9 1004.3 1011.1 -9  -9.0  19.5  -1.6  24.0   5.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 Ci         1   0   0  4345  0.8  2.85 -9  32.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091400 131  25  1.3  -9 -9.0   -9 1003.1 1009.9 -9  -9.0  19.4  -1.7  24.0   5.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 Ci         1   0   0  4383  0.7  2.15 -9  27.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091500 131  27  3.6  -9 -9.0   -9 1003.1 1009.9  6  -1.4  20.0  -2.3  22.0   5.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 Ci         2   0   0  4543  0.7  2.07 -9  27.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091600 131  27  2.2  -9 -9.0   -9 1002.4 1009.2 -9  -9.0  19.7  -1.4  24.0   5.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   4   32 AsCi       1   2   0  4962  0.3  1.22 -9  22.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504091700 131  23  1.6  -9 -9.0   -9 1001.8 1008.7 -9  -9.0  17.8  -2.5  25.0   5.1    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 60 62 01                      10   6   15 ScAs      -9   2   5  4720  0.0  0.43 -9  19.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202504091800 131  23  1.4  -9 -9.0   -9 1000.7 1007.6  7  -2.3  17.7  -1.5  27.0   5.5    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 21 62 01                       7   7   17 Sc         0   0   5  4740  0.1  0.30 -9  17.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202504091900 131  25  1.0  -9 -9.0   -9  999.9 1006.8 -9  -9.0  17.5  -1.2  28.0   5.6   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   3   17 -         -9  -9  -9  5000  0.0  0.04 -9  15.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504092000 131  27  1.1  -9 -9.0   -9 1000.4 1007.3 -9  -9.0  16.8  -1.3  29.0   5.6    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 21 62 01                       7   7   16 Sc         0   0   5  5000 -9.0 -9.00 -9  14.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202504092100 131  27  1.8  -9 -9.0   -9 1000.8 1007.7  3   0.1  16.2  -0.9  31.0   5.7   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0  1 62 -                        6   6   15 Sc         0   0   5  4925 -9.0 -9.00 -9  13.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202504092200 131  25  0.9  -9 -9.0   -9 1001.3 1008.2 -9  -9.0  15.8  -0.4  33.0   5.9   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   7   14 -         -9  -9  -9  4869 -9.0 -9.00 -9  13.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504092300 131  29  1.8  -9 -9.0   -9 1001.5 1008.5 -9  -9.0  14.6   0.7  39.0   6.4   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   15 -         -9  -9  -9  3938 -9.0 -9.00 -9  13.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504100000 131  29  1.4  -9 -9.0   -9 1001.6 1008.6  2   0.9  13.7   0.9  42.0   6.5   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8   17 Sc         0   0   5  3309 -9.0 -9.00 -9  13.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100100 131  25  0.8  -9 -9.0   -9 1001.4 1008.4 -9  -9.0  13.3   1.2  44.0   6.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   17 -         -9  -9  -9  3076 -9.0 -9.00 -9  12.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504100200 131  27  1.2  -9 -9.0   -9 1000.9 1007.9 -9  -9.0  13.1   1.1  44.0   6.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   17 -         -9  -9  -9  3009 -9.0 -9.00 -9  12.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504100300 131  27  1.3  -9 -9.0   -9 1000.7 1007.7  7  -0.9  12.6   2.1  49.0   7.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7   13 Sc         0   0   5  3616 -9.0 -9.00 -9  12.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100400 131  29  0.6  -9 -9.0   -9 1000.0 1007.0 -9  -9.0  12.5   2.0  49.0   7.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7   11 Sc         0   0   5  3195 -9.0 -9.00 -9  12.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100500 131   0  0.3  -9 -9.0   -9  999.5 1006.5 -9  -9.0  12.6   2.4  50.0   7.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8   10 Sc         0   0   5  3207 -9.0 -9.00 -9  12.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100600 131  27  0.6  -9 -9.0   -9  999.4 1006.4  7  -1.3  12.3   2.7  52.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8   10 Sc         0   0   5  3672 -9.0 -9.00 -9  12.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100700 131  25  1.0  -9 -9.0   -9  999.6 1006.6 -9  -9.0  12.3   2.7  52.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   10 Sc         0   0   5  3440  0.0  0.00 -9  12.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100800 131  23  0.7  -9 -9.0   -9  999.9 1006.9 -9  -9.0  12.6   3.2  53.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8   10 Sc         0   0   5  2918  0.0  0.28 -9  14.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504100900 131  20  0.7  -9 -9.0   -9  999.9 1006.9  1   0.5  13.7   4.2  53.0   8.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   3   10 Sc         0   0   5  2611  0.4  1.01 -9  20.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101000 131  23  1.5  -9 -9.0   -9 1000.2 1007.1 -9  -9.0  14.8   4.7  51.0   8.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  2224  1.0  2.04 -9  26.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101100 131  29  1.4  -9 -9.0   -9  999.9 1006.8 -9  -9.0  16.3   3.0  41.0   7.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  2440  1.0  2.68 -9  32.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101200 131  29  1.1  -9 -9.0   -9  999.3 1006.2  8  -0.7  17.6   3.4  39.0   7.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  3032  1.0  3.13 -9  35.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101300 131  27  2.0  -9 -9.0   -9  998.8 1005.6 -9  -9.0  19.0   1.9  32.0   7.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   3   10 Sc         0   0   5  2991  0.9  3.16 -9  35.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101400 131  29  2.4  -9 -9.0   -9  998.7 1005.5 -9  -9.0  19.4   2.2  32.0   7.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  2612  1.0  3.16 -9  36.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101500 131  29  2.2  -9 -9.0   -9  998.4 1005.2  7  -1.0  19.3   0.7  29.0   6.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  3335  1.0  2.83 -9  34.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101600 131  27  2.6  -9 -9.0   -9  998.3 1005.1 -9  -9.0  19.4   0.3  28.0   6.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3421  1.0  2.31 -9  30.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101700 131  29  2.4  -9 -9.0   -9  998.5 1005.3 -9  -9.0  18.3   0.8  31.0   6.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3418  1.0  1.63 -9  25.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101800 131  27  2.5  -9 -9.0   -9  998.8 1005.7  3   0.5  17.6   1.9  35.0   7.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2825  1.0  0.82 -9  19.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504101900 131  27  1.5  -9 -9.0   -9  999.4 1006.3 -9  -9.0  16.1   2.4  40.0   7.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2130  0.2  0.14 -9  15.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504102000 131  29  0.9  -9 -9.0   -9 1000.1 1007.1 -9  -9.0  14.6   2.7  45.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2372  0.0 -9.00 -9  13.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504102100 131  29  1.0  -9 -9.0   -9 1001.0 1008.0  2   2.3  14.0   3.4  49.0   7.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2632 -9.0 -9.00 -9  12.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504102200 131  27  0.8  -9 -9.0   -9 1001.6 1008.6 -9  -9.0  12.6   2.9  52.0   7.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2318 -9.0 -9.00 -9  11.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504102300 131  27  0.9  -9 -9.0   -9 1001.9 1008.9 -9  -9.0  12.1   3.0  54.0   7.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2286 -9.0 -9.00 -9  10.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504110000 131  27  1.0  -9 -9.0   -9 1002.5 1009.5  2   1.5  11.6   2.5  54.0   7.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2309 -9.0 -9.00 -9   9.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110100 131  29  0.6  -9 -9.0   -9 1002.8 1009.9 -9  -9.0  11.1   2.6  56.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1993 -9.0 -9.00 -9   9.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504110200 131   0  0.1  -9 -9.0   -9 1002.8 1009.9 -9  -9.0  10.6   2.6  58.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1764 -9.0 -9.00 -9   8.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504110300 131  29  0.5  -9 -9.0   -9 1002.7 1009.8  0   0.3   9.7   2.9  63.0   7.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1614 -9.0 -9.00 -9   8.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110400 131   0  0.3  -9 -9.0   -9 1002.9 1010.0 -9  -9.0   8.9   3.3  68.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1210 -9.0 -9.00 -9   7.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110500 131   0  0.1  -9 -9.0   -9 1003.3 1010.4 -9  -9.0   8.3   3.3  71.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1103 -9.0 -9.00 -9   7.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110600 131  27  1.1  -9 -9.0   -9 1003.9 1011.0  2   1.2   8.3   2.9  69.0   7.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1138 -9.0 -9.00 -9   7.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110700 131   0  0.2  -9 -9.0   -9 1004.4 1011.5 -9  -9.0   9.0   3.3  68.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1100  0.4  0.10 -9   8.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110800 131  32  1.0  -9 -9.0   -9 1004.9 1012.0 -9  -9.0  10.3   4.2  66.0   8.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1100  1.0  0.77 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504110900 131  29  1.0  -9 -9.0   -9 1005.2 1012.3  2   1.3  12.2   4.4  59.0   8.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1100  1.0  1.57 -9  21.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111000 131  11  1.4  -9 -9.0   -9 1004.8 1011.8 -9  -9.0  15.0   4.9  51.0   8.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1100  1.0  2.31 -9  28.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111100 131   7  1.4  -9 -9.0   -9 1004.3 1011.2 -9  -9.0  18.2   5.0  42.0   8.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1407  1.0  2.90 -9  35.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111200 131  34  1.8  -9 -9.0   -9 1003.7 1010.5  7  -1.8  19.9   4.3  36.0   8.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1870  1.0  3.29 -9  37.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111300 131  27  1.4  -9 -9.0   -9 1003.0 1009.8 -9  -9.0  21.6   3.2  30.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2234  1.0  3.44 -9  39.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111400 131  29  1.0  -9 -9.0   -9 1002.4 1009.1 -9  -9.0  23.3   3.2  27.0   7.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2929  1.0  3.30 -9  40.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111500 131  27  1.0  -9 -9.0   -9 1001.8 1008.5  7  -2.0  25.0   1.7  22.0   6.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3364  1.0  2.97 -9  38.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111600 131  18  1.7  -9 -9.0   -9 1001.3 1008.0 -9  -9.0  24.4  -2.2  17.0   5.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4662  1.0  2.47 -9  34.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111700 131  29  1.2  -9 -9.0   -9 1001.2 1007.9 -9  -9.0  25.0  -3.4  15.0   4.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  1.73 -9  28.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111800 131  29  1.3  -9 -9.0   -9 1001.2 1007.9  6  -0.6  24.2  -5.0  14.0   4.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  0.86 -9  21.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504111900 131  27  1.5  -9 -9.0   -9 1001.8 1008.5 -9  -9.0  22.9  -2.7  18.0   5.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   0   -9 -         -9  -9  -9  5000  0.2  0.10 -9  17.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504112000 131  29  1.9  -9 -9.0   -9 1003.1 1009.9 -9  -9.0  19.2   5.6  41.0   9.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   0   -9 -         -9  -9  -9  1640  0.0  0.00 -9  16.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202504112100 131  27  0.7  -9 -9.0   -9 1004.2 1011.1  2   3.2  18.4   5.5  43.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        3   0   -9 Ci         1   0   0  1671 -9.0 -9.00 -9  14.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202504112200 131  27  0.9  -9 -9.0   -9 1004.3 1011.2 -9  -9.0  17.8   5.3  44.0   8.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   6   74 -         -9  -9  -9  1560 -9.0 -9.00 -9  13.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
